,signal_id,id_measurement,phase,target,mean,median,std_dev,rolling100k_amp,count1SDfromTheMean,count2SDfromTheMean,max_amp,max_freq,strong_amp_count,avg_amp,sum_amp,std_amp,median_amp
10,10,3,1,0,0.72850875,1.0,15.097064077203004,42.13501,365376,313,86.51945495605469,0.00390625,60.0,5.989485263824463,772.6436157226562,12.15388298034668,2.2797770500183105
11,11,3,2,0,-0.817065,-1.0,15.830916264884193,42.269980000000004,344957,1081,96.11528015136719,0.1484375,83.0,13.386910438537598,1726.9114990234375,20.177400588989258,4.389915466308594
12,12,4,0,0,-1.0110675,-1.0,13.748700302590198,37.98576,373292,66,11.58636474609375,0.1484375,13.0,1.4144114255905151,182.45907592773438,1.7170618772506714,0.9661728739738464
13,13,4,1,0,-0.1531325,0.0,12.955183342486658,35.58434,376165,54,11.191520690917969,0.18359375,14.0,1.2278053760528564,158.3868865966797,1.8899461030960083,0.5329080820083618
14,14,4,2,0,-0.03022875,0.0,13.53867349383511,37.13881,385430,43,12.492195129394531,0.1484375,15.0,1.5076919794082642,194.4922637939453,1.8091365098953247,1.0058374404907227
15,15,5,0,0,-1.01010375,-1.0,13.326956485418417,36.41116,375319,13,77.65911865234375,0.3828125,11.0,1.9546760320663452,252.15321350097656,7.6913886070251465,0.4445377290248871
16,16,5,1,0,-0.17202625,0.0,12.68926212272845,34.035669999999996,386641,0,26.66079330444336,0.3828125,12.0,1.3099925518035889,168.98904418945312,3.1066596508026123,0.40535104274749756
17,17,5,2,0,-0.03422125,0.0,13.302530404251984,36.4383,374828,1,56.493717193603516,0.3828125,13.0,1.8939540386199951,244.320068359375,5.838540077209473,0.4543065130710602
18,18,6,0,0,-1.07114375,-1.0,14.074095523934604,38.7778,348664,92,105.90076446533203,0.015625,28.0,3.843313217163086,495.78741455078125,11.231205940246582,1.0141316652297974
19,19,6,1,0,-1.936465,-2.0,14.852409175072406,41.504000000000005,384894,121,80.0973129272461,0.015625,15.0,3.019965171813965,389.57550048828125,8.452544212341309,1.150017261505127
20,20,6,2,0,0.8952425,1.0,14.948990713964395,41.693110000000004,367636,76,39.99921798706055,0.015625,19.0,2.212700843811035,285.43841552734375,4.861245632171631,0.6302930116653442
21,21,7,0,0,-1.3705725,-1.0,15.363300134484247,42.41883,384264,0,60.519771575927734,0.00390625,15.0,2.8704593181610107,370.28924560546875,9.279854774475098,0.2831273376941681
22,22,7,1,0,0.71417375,1.0,15.052113044513415,41.18259,365984,0,51.645198822021484,0.00390625,14.0,2.33453369140625,301.15484619140625,7.7988362312316895,0.27935507893562317
23,23,7,2,0,-0.79693,-1.0,15.597706965291405,43.32649,366874,0,27.812517166137695,0.078125,14.0,1.3593424558639526,175.3551788330078,4.090541362762451,0.28266602754592896
24,24,8,0,0,-0.977525,-1.0,13.585576078119578,36.56915,375293,31,26.508014678955078,0.1484375,10.0,1.2281222343444824,158.42776489257812,2.665585517883301,0.6230602860450745
25,25,8,1,0,-0.18999625,0.0,12.765523595802325,34.513400000000004,385467,33,7.925264358520508,0.1484375,10.0,0.918608546257019,118.50050354003906,1.3008960485458374,0.46116188168525696
26,26,8,2,0,-0.04700125,0.0,13.372212406049288,36.09063999999999,381182,31,15.208938598632812,0.1484375,11.0,1.2591602802276611,162.43167114257812,1.8547526597976685,0.8078579902648926
27,27,9,0,0,-0.96856,-1.0,13.601510358280068,37.21022,381311,0,19.83612632751465,0.015625,12.0,1.095083475112915,141.26576232910156,2.377168655395508,0.4063633382320404
28,28,9,1,0,-0.18080875,0.0,12.829849451413038,35.18947,372050,1,19.594724655151367,0.015625,13.0,1.045200228691101,134.83082580566406,2.269970178604126,0.3688834011554718
29,29,9,2,0,-0.06129875,0.0,13.373707553002959,36.68106,379492,4,22.641109466552734,0.015625,14.0,1.1633563041687012,150.07296752929688,2.6295595169067383,0.4110282361507416
30,30,10,0,0,-1.03922625,-1.0,14.10507036676212,39.48047,346983,0,97.1548080444336,0.015625,18.0,3.6744611263275146,474.0054931640625,11.742107391357422,0.3601541221141815
31,31,10,1,0,-1.9414325,-2.0,14.748387279561916,41.478260000000006,381639,5,77.64611053466797,0.015625,19.0,2.698214530944824,348.0696716308594,8.918185234069824,0.3929000794887543
32,32,10,2,0,0.8531525,1.0,14.968848763740777,41.975210000000004,371071,2,59.755462646484375,0.2421875,16.0,2.1927475929260254,282.86444091796875,6.827123165130615,0.35436829924583435
33,33,11,0,0,-1.132135,0.0,14.947022875535284,41.51209,379914,7,108.56227111816406,0.015625,11.0,3.5335419178009033,455.826904296875,12.566149711608887,0.4817837178707123
34,34,11,1,0,-1.9909875,-1.0,15.171690784973302,42.95187,359685,37,84.41582489013672,0.015625,11.0,2.996004581451416,386.4845886230469,9.982218742370605,0.5664268732070923
35,35,11,2,0,0.86379625,2.0,15.238398366904772,42.91165,347987,6,42.52592849731445,0.015625,11.0,1.6526793241500854,213.1956329345703,4.998784065246582,0.39387229084968567
36,36,12,0,0,-1.0209625,-1.0,13.587854340314136,36.95275,372436,10,9.295032501220703,0.15234375,9.0,0.9527782797813416,122.90840148925781,1.4440488815307617,0.5114732384681702
37,37,12,1,0,-0.148045,0.0,12.691079058849763,33.8691,377605,11,8.599166870117188,0.18359375,12.0,0.9458214640617371,122.01097106933594,1.4687496423721313,0.4092026948928833
38,38,12,2,0,-0.05061625,0.0,13.472459287199051,36.86926,380664,25,8.523009300231934,0.09765625,10.0,1.021324634552002,131.75088500976562,1.4901994466781616,0.5398119688034058
39,39,13,0,0,-0.99436875,-1.0,13.535394971666824,37.33483,384361,25,7.009995937347412,0.09765625,10.0,1.0154610872268677,130.99447631835938,1.1400359869003296,0.6793608665466309
40,40,13,1,0,-0.1963325,0.0,12.769570315771935,34.53694,395210,15,7.170998573303223,0.2421875,10.0,0.919125497341156,118.56719207763672,1.1964807510375977,0.4447660446166992
41,41,13,2,0,-0.017025,0.0,13.383111377754238,36.9386,378138,62,16.843032836914062,0.2421875,13.0,1.1805015802383423,152.28469848632812,1.90456223487854,0.6900094747543335
42,42,14,0,0,-0.9934725,-1.0,13.62066370966348,36.98744,374080,11,76.8666000366211,0.1484375,21.0,2.37869930267334,306.8522033691406,8.33397102355957,0.587607204914093
43,43,14,1,0,-0.1804175,0.0,12.89041386169171,35.10153,371520,10,58.9580192565918,0.1484375,22.0,2.1051483154296875,271.56414794921875,6.544810771942139,0.4339286983013153
44,44,14,2,0,-0.03067625,0.0,13.502572633305329,37.00326,374634,40,71.15570068359375,0.1484375,23.0,2.656148910522461,342.6432189941406,8.34335994720459,0.6445735096931458
45,45,15,0,0,-0.10536,1.0,14.41064985593641,39.25103,368248,0,14.847918510437012,0.00390625,23.0,1.479466438293457,190.85116577148438,2.565112352371216,0.36541369557380676
46,46,15,1,0,-1.34294625,-1.0,13.167260501699317,35.967060000000004,381996,0,43.145572662353516,0.00390625,25.0,2.1624226570129395,278.9525146484375,5.045628070831299,0.36947184801101685
47,47,15,2,0,-1.53091625,0.0,14.641055005889637,41.24221,348359,0,31.60049819946289,0.00390625,25.0,1.9448622465133667,250.88722229003906,3.879896402359009,0.36800697445869446
48,48,16,0,0,-0.98924375,-1.0,13.689217857609172,36.772639999999996,371686,111,24.876697540283203,0.1484375,17.0,2.0398757457733154,263.14398193359375,2.673192024230957,1.4634684324264526
49,49,16,1,0,-0.21260625,0.0,12.815276131728918,34.30891,360454,126,17.37172508239746,0.1484375,22.0,1.876753330230713,242.10118103027344,2.243443727493286,1.215391993522644
50,50,16,2,0,-0.01393125,0.0,13.495394016858992,36.31416,368692,78,21.305505752563477,0.1484375,25.0,2.035766839981079,262.6139221191406,2.6373202800750732,1.502771019935608
51,51,17,0,0,-1.0587425,-1.0,14.831458772443582,41.13644,387452,0,170.6313934326172,0.015625,17.0,6.8632917404174805,885.3646240234375,23.31793785095215,0.31967848539352417
52,52,17,1,0,-1.9378575,-2.0,15.075164702572698,41.849019999999996,360983,0,115.98538970947266,0.015625,17.0,5.774124622344971,744.862060546875,17.669435501098633,0.30754074454307556
53,53,17,2,0,0.87941625,1.0,15.679462867370038,43.38889,387350,0,85.12278747558594,0.1484375,17.0,3.8872013092041016,501.448974609375,11.826284408569336,0.3124145269393921
54,54,18,0,0,-1.00969125,-1.0,14.39839243907713,39.03581,366673,30,6.224339008331299,0.09375,5.0,0.751774787902832,96.97895050048828,0.9067273736000061,0.4921348989009857
55,55,18,1,0,-0.18375,0.0,13.701530970570404,36.952799999999996,372567,0,6.5601420402526855,0.015625,4.0,0.6726840138435364,86.77623748779297,0.9741689562797546,0.3498009741306305
56,56,18,2,0,-0.00758375,0.0,14.495210630988982,39.05776,377118,1,7.587172031402588,0.09375,6.0,0.7738058567047119,99.82095336914062,1.134933590888977,0.41010230779647827
57,57,19,0,0,-1.16546,-1.0,14.044748057135095,39.16131,375417,66,103.72110748291016,0.015625,19.0,3.4292285442352295,442.3704833984375,11.230963706970215,0.5213589668273926
58,58,19,1,0,-1.955325,-2.0,14.695289437243996,41.20706,385590,5,79.52944946289062,0.015625,11.0,2.279844284057617,294.09991455078125,8.481454849243164,0.45325928926467896
59,59,19,2,0,0.87471875,1.0,14.828395677159357,41.40323,393581,32,64.77902221679688,0.37890625,16.0,2.4639692306518555,317.8520202636719,7.971517086029053,0.387045681476593
60,60,20,0,0,-1.0564825,-1.0,14.052059358940728,39.31138,375822,20,59.3114013671875,0.00390625,13.0,2.2850725650787354,294.77435302734375,7.741073131561279,0.48832938075065613
61,61,20,1,0,-1.92926125,-2.0,14.770305676567714,41.51807,385396,34,47.030029296875,0.00390625,11.0,2.0527279376983643,264.8019104003906,6.2745161056518555,0.6352517604827881
62,62,20,2,0,0.8795225,1.0,14.876942988127423,41.63246,394079,45,43.72642135620117,0.3828125,13.0,2.0144803524017334,259.8679504394531,5.830606937408447,0.5161917805671692
63,63,21,0,0,-1.36381875,-1.0,15.899269548226055,44.35602,357359,0,93.34652709960938,0.00390625,21.0,3.3512213230133057,432.30755615234375,10.748650550842285,0.30797332525253296
64,64,21,1,0,0.72678375,1.0,15.536757194818227,43.407,344300,0,78.20895385742188,0.00390625,19.0,2.7505857944488525,354.8255615234375,9.295809745788574,0.2996431291103363
65,65,21,2,0,-0.80083125,-1.0,15.940224372919706,44.988820000000004,340429,0,31.663358688354492,0.00390625,17.0,1.7560980319976807,226.53665161132812,4.767972469329834,0.3048035204410553
66,66,22,0,0,-0.99777,-1.0,13.682076871845881,37.25062,379681,7,208.98692321777344,0.33984375,19.0,8.758400917053223,1129.833740234375,32.90446853637695,0.5056836009025574
67,67,22,1,0,-0.19211125,0.0,12.827583736527448,34.83125,365035,8,198.3847198486328,0.33984375,19.0,8.000372886657715,1032.048095703125,30.710430145263672,0.41734829545021057
68,68,22,2,0,-0.02547125,0.0,13.589739602561318,36.85447,381811,18,321.7147216796875,0.3828125,21.0,10.43302059173584,1345.859619140625,43.92438888549805,0.5359690189361572
69,69,23,0,0,-1.01412125,-1.0,13.545284948656432,37.18745,376355,83,65.96770477294922,0.4375,17.0,3.5508646965026855,458.0615539550781,8.989286422729492,1.2005926370620728
70,70,23,1,0,-0.19667625,0.0,12.69853041507898,34.618669999999995,383958,128,37.792118072509766,0.34765625,30.0,2.673339366912842,344.86077880859375,5.083159446716309,1.230082392692566
71,71,23,2,0,-0.0021875,0.0,13.438871984465205,36.86204,377073,88,32.697025299072266,0.34765625,28.0,2.5562384128570557,329.7547607421875,4.9742560386657715,0.8084671497344971
72,72,24,0,0,0.0117375,0.0,15.351896942433328,43.23644,371827,0,113.51039123535156,0.1484375,16.0,2.9268903732299805,377.56884765625,12.047147750854492,0.3547704219818115
73,73,24,1,0,-1.5000725,-1.0,13.836328902376662,37.364670000000004,370233,0,136.15200805664062,0.1484375,20.0,4.023509979248047,519.0327758789062,14.942129135131836,0.36893823742866516
74,74,24,2,0,-1.4371125,-1.0,14.868042832274323,41.69651,371239,0,152.02877807617188,0.1484375,17.0,3.8914785385131836,502.000732421875,16.11697769165039,0.3582686185836792
75,75,25,0,0,-1.35953,-1.0,15.602134891709529,42.60703,371607,1079,278.61614990234375,0.3828125,96.0,14.519024848937988,1872.9542236328125,30.79511260986328,4.063995361328125
76,76,25,1,0,0.702185,1.0,15.061535155015742,41.0657,366564,126,84.46227264404297,0.3828125,25.0,4.358839511871338,562.290283203125,12.263205528259277,0.8910713195800781
77,77,25,2,0,-0.78521875,-1.0,15.824697398833525,43.67264,359933,293,231.3134307861328,0.3828125,57.0,9.708061218261719,1252.33984375,24.04958152770996,1.955035924911499
78,78,26,0,0,-1.36469125,-1.0,16.365544034408796,45.50826,364679,0,82.75304412841797,0.00390625,17.0,2.7451653480529785,354.1263427734375,10.256791114807129,0.28735220432281494
79,79,26,1,0,0.71032875,1.0,16.118748456903333,45.275670000000005,356622,0,67.49472045898438,0.00390625,14.0,2.3363869190216064,301.3939208984375,8.964964866638184,0.2766929864883423
80,80,26,2,0,-0.78425375,-1.0,16.235378492835054,43.21421,355457,0,32.56270217895508,0.078125,12.0,1.3683271408081055,176.5142059326172,4.519401550292969,0.2779891788959503
81,81,27,0,0,-1.3500475,-1.0,15.518929545807717,41.96326,357683,2422,229.8514404296875,0.390625,124.0,29.06298828125,3749.12548828125,38.96199035644531,16.642475128173828
82,82,27,1,0,0.69995125,1.0,14.910897591950105,41.42368,350303,699,83.32501983642578,0.00390625,89.0,6.394297122955322,824.8643188476562,9.306366920471191,3.5873284339904785
83,83,27,2,0,-0.805885,-1.0,15.85426691357172,42.49777,341519,2051,174.88125610351562,0.390625,108.0,22.447298049926758,2895.701416015625,32.03841018676758,8.479375839233398
84,84,28,0,0,-1.183535,-1.0,15.279924407659056,42.47931,364502,0,115.98016357421875,0.015625,12.0,3.8351306915283203,494.73187255859375,14.134654998779297,0.3292529582977295
85,85,28,1,0,-1.93981375,-2.0,16.081770933740817,44.853790000000004,355005,0,82.01074981689453,0.015625,12.0,2.924365520477295,377.2431640625,10.245319366455078,0.3182590901851654
86,86,28,2,0,0.8643275,1.0,16.489477189187767,46.00887,368147,0,39.95151138305664,0.015625,13.0,1.8227020502090454,235.12857055664062,5.5903000831604,0.3207381069660187
87,87,29,0,0,-0.01637375,0.0,13.499368157447629,38.54705,363239,89,15.516602516174316,0.09375,26.0,1.679527997970581,216.65911865234375,2.2933509349823,0.6561132669448853
88,88,29,1,0,-1.4689275,-1.0,12.48259245909053,34.42852,380923,310,44.0827751159668,0.00390625,24.0,2.6845483779907227,346.3067321777344,4.711652755737305,1.4296025037765503
89,89,29,2,0,-1.46227625,-2.0,13.58419078998399,37.67548,367500,59,32.85806655883789,0.00390625,24.0,2.040470838546753,263.2207336425781,3.7051308155059814,0.8965988755226135
90,90,30,0,0,-1.0907825,-1.0,14.303446561500264,39.764700000000005,366852,163,96.82044982910156,0.015625,34.0,5.080333232879639,655.3629760742188,13.62795639038086,1.0690377950668335
91,91,30,1,0,-1.94980875,-2.0,15.20574602209387,42.449690000000004,364035,44,78.47051239013672,0.015625,20.0,3.9018218517303467,503.33502197265625,10.822808265686035,0.9104332327842712
92,92,30,2,0,0.89546375,1.0,14.723129114506737,41.15302,385138,90,36.07181167602539,0.1484375,25.0,2.657341480255127,342.79705810546875,5.75215482711792,0.8533081412315369
93,93,31,0,0,-1.01019125,-1.0,13.407283277697365,36.83237,373283,11,17.63770294189453,0.2421875,7.0,0.9034630656242371,116.54673767089844,1.896652102470398,0.456617146730423
94,94,31,1,0,-0.17243625,0.0,12.707937853549879,34.92524,388443,3,12.441226959228516,0.2421875,8.0,0.8483492732048035,109.43705749511719,1.5557656288146973,0.37240567803382874
95,95,31,2,0,-0.02345375,0.0,13.397922923782286,35.66172,384968,16,13.77684211730957,0.2421875,9.0,0.9679656624794006,124.86756896972656,1.8392127752304077,0.4832228720188141
96,96,32,0,0,-1.08140625,-1.0,14.000695313892841,39.07237000000001,369793,72,99.71884155273438,0.015625,23.0,3.5283424854278564,455.15618896484375,10.858024597167969,0.8105418682098389
97,97,32,1,0,-1.95718125,-2.0,14.767140136283954,41.347719999999995,384258,25,75.47257232666016,0.015625,16.0,2.612851619720459,337.057861328125,7.975002765655518,0.759433925151825
98,98,32,2,0,0.87708,1.0,15.020740600037003,41.914460000000005,378131,31,36.90047073364258,0.015625,18.0,1.7689177989959717,228.19039916992188,4.072248935699463,0.6336612701416016
99,99,33,0,0,-1.14926875,-1.0,14.815026158946644,41.17773,381104,0,75.42876434326172,0.3828125,25.0,4.393366813659668,566.7443237304688,12.931132316589355,0.32596123218536377
100,100,33,1,0,-1.94407375,-2.0,15.616821011478644,43.66482,369950,0,56.63690185546875,0.3828125,20.0,3.20637583732605,413.62249755859375,9.49913215637207,0.3319755792617798
101,101,33,2,0,0.8807525,1.0,15.646245157664628,43.68371,374537,0,59.380897521972656,0.3828125,23.0,2.5884151458740234,333.9055480957031,7.099356174468994,0.31457260251045227
102,102,34,0,0,-1.366345,-1.0,15.35829088280903,41.524829999999994,380189,0,91.78884887695312,0.00390625,19.0,3.692072868347168,476.27740478515625,11.242610931396484,0.2960686683654785
103,103,34,1,0,0.7213675,1.0,15.2058688975653,41.50489,375710,0,75.48219299316406,0.00390625,19.0,2.8823728561401367,371.82611083984375,9.367650985717773,0.2919904589653015
104,104,34,2,0,-0.7806525,-1.0,15.589268397658813,42.74724,365083,0,30.088817596435547,0.00390625,12.0,1.5049104690551758,194.13345336914062,4.408660888671875,0.2889105975627899
105,105,35,0,0,-0.97409125,-1.0,13.909506011597726,38.139970000000005,395562,11,112.98404693603516,0.3828125,17.0,3.996722936630249,515.5772705078125,15.834193229675293,0.3947070240974426
106,106,35,1,0,-0.17051125,0.0,13.54210451383475,36.80717,383800,0,148.99972534179688,0.3828125,15.0,4.524776935577393,583.6962280273438,18.392549514770508,0.36120569705963135
107,107,35,2,0,-0.0586525,0.0,13.86700688267817,37.748270000000005,393936,18,209.94139099121094,0.4453125,18.0,7.093086242675781,915.0081176757812,28.95716667175293,0.3957727253437042
108,108,36,0,0,-1.25492625,-1.0,14.6111772748489,40.290760000000006,372488,0,156.1943359375,0.00390625,14.0,4.724812030792236,609.500732421875,20.51483726501465,0.32407596707344055
109,109,36,1,0,-1.8645675,-1.0,15.252553164567034,43.88276,335496,0,126.00991821289062,0.00390625,13.0,3.885751247406006,501.26190185546875,16.246644973754883,0.30948606133461
110,110,36,2,0,0.88363375,1.0,15.464870033267692,42.8014,396496,0,53.60478591918945,0.015625,12.0,1.9949631690979004,257.3502502441406,7.033675193786621,0.3111298680305481
111,111,37,0,0,-1.13254625,-1.0,14.115952774843466,39.28841,370150,52,199.33914184570312,0.02734375,11.0,8.114633560180664,1046.7877197265625,30.55803108215332,0.7203920483589172
112,112,37,1,0,-1.94091875,-2.0,14.770508222667845,41.35868,377649,4,148.8343505859375,0.02734375,12.0,5.902202606201172,761.3841552734375,22.094379425048828,0.5209529399871826
113,113,37,2,0,0.87315125,1.0,14.961864293751077,41.889250000000004,368484,16,114.90411376953125,0.02734375,11.0,3.975423574447632,512.8296508789062,15.496940612792969,0.4900389611721039
114,114,38,0,0,-1.01263875,-1.0,13.62144959290304,36.55357,378047,1,9.744258880615234,0.15625,11.0,0.9762575626373291,125.93722534179688,1.762317180633545,0.4049585163593292
115,115,38,1,0,-0.16943,0.0,12.79000052678263,34.70648,385844,0,10.23753547668457,0.015625,11.0,0.9456097483634949,121.98365783691406,1.6210877895355225,0.37300315499305725
116,116,38,2,0,-0.03726375,0.0,13.394743937938339,36.57105,376608,4,12.228002548217773,0.015625,14.0,1.0800367593765259,139.32473754882812,1.9636181592941284,0.4114657938480377
117,117,39,0,0,-1.00994875,-1.0,13.443089201235454,36.113240000000005,371213,0,34.98086166381836,0.1484375,13.0,1.2958849668502808,167.16915893554688,3.659719705581665,0.38264578580856323
118,118,39,1,0,-0.19522375,0.0,12.944808281215908,34.746759999999995,367993,0,25.722915649414062,0.1484375,12.0,1.2474865913391113,160.92576599121094,2.959519147872925,0.37598472833633423
119,119,39,2,0,-0.0088825,0.0,13.501064535850265,36.306309999999996,374286,0,34.74809646606445,0.1484375,15.0,1.3556745052337646,174.8820037841797,3.672586441040039,0.39145898818969727
120,120,40,0,0,-0.9981725,-1.0,13.867670015552134,37.71457,389234,54,586.8059692382812,0.3828125,20.0,11.80898666381836,1523.3592529296875,59.770896911621094,0.8731784820556641
121,121,40,1,0,-0.2017975,-1.0,13.515996643569933,36.17632,379780,48,313.4012756347656,0.3828125,18.0,7.860077857971191,1013.9500732421875,33.67721176147461,0.6338021755218506
122,122,40,2,0,-0.0205825,0.0,13.69562654137056,37.550979999999996,395286,74,261.69964599609375,0.3828125,23.0,8.147565841674805,1051.0360107421875,30.761154174804688,0.8854130506515503
123,123,41,0,0,-1.01760125,-1.0,14.809164863218939,39.696780000000004,362877,65,6.791008472442627,0.09375,8.0,1.102059245109558,142.1656494140625,0.9879512786865234,0.9307080507278442
124,124,41,1,0,-0.162385,0.0,13.64814432850763,36.558949999999996,358856,31,6.928373336791992,0.09375,7.0,0.8920508027076721,115.07455444335938,1.035231590270996,0.5036925077438354
125,125,41,2,0,-0.02885375,0.0,14.398109900647059,38.76196,361451,109,8.444119453430176,0.09375,8.0,1.185499906539917,152.9294891357422,1.186171054840088,0.9058183431625366
126,126,42,0,0,-1.07791125,-1.0,14.101080759541928,39.22287,361162,121,118.8294448852539,0.015625,28.0,3.840707778930664,495.4512939453125,12.516014099121094,0.7155013680458069
127,127,42,1,0,-1.94121625,-2.0,15.037068388510306,42.07307,382415,31,83.02102661132812,0.015625,16.0,2.7180287837982178,350.6257019042969,8.874532699584961,0.6759222149848938
128,128,42,2,0,0.86959375,1.0,14.588190102269747,40.757729999999995,387455,54,40.666500091552734,0.015625,14.0,1.6891496181488037,217.90029907226562,4.276039123535156,0.5938963294029236
129,129,43,0,0,-1.05827125,-1.0,13.894776112317299,39.015649999999994,385125,5,77.02527618408203,0.00390625,19.0,3.5228729248046875,454.45062255859375,10.541155815124512,0.4264415204524994
130,130,43,1,0,-1.94606625,-2.0,14.602708735046752,41.1471,370722,24,62.25872039794922,0.00390625,24.0,3.740130662918091,482.47686767578125,9.592544555664062,0.5803873538970947
131,131,43,2,0,0.8907575,1.0,14.679004260377942,39.62235,379383,16,24.469005584716797,0.015625,20.0,1.827612280845642,235.76197814941406,3.8737633228302,0.44916439056396484
132,132,44,0,0,-1.35346375,-1.0,15.934075659649542,43.73859,358680,1272,142.0806884765625,0.38671875,92.0,18.935062408447266,2442.623046875,28.938386917114258,7.804526329040527
133,133,44,1,0,0.7232,1.0,15.235953178583873,42.479240000000004,376831,437,77.05225372314453,0.00390625,62.0,4.919957160949707,634.6744995117188,8.974210739135742,2.251296043395996
134,134,44,2,0,-0.81411625,-1.0,16.089177992721883,42.56084,354820,1641,163.14666748046875,0.390625,84.0,15.619024276733398,2014.8541259765625,25.991695404052734,4.148355960845947
135,135,45,0,0,-1.3599275,-1.0,16.100192147758477,44.267210000000006,373612,0,158.80245971679688,0.23828125,20.0,4.694117546081543,605.5411376953125,17.089073181152344,0.2996117174625397
136,136,45,1,0,0.72246,1.0,15.650008595793167,43.265010000000004,381373,0,90.58960723876953,0.23828125,18.0,3.1691195964813232,408.8164367675781,10.390728950500488,0.2929386794567108
137,137,45,2,0,-0.782995,-1.0,16.125286240249352,44.79641,369577,0,63.469566345214844,0.23828125,17.0,2.160057306289673,278.64739990234375,6.9442267417907715,0.29937320947647095
138,138,46,0,0,-1.0693825,-1.0,15.821009009184397,44.1362,389024,201,125.20088958740234,0.015625,30.0,4.023406505584717,519.0194091796875,12.627533912658691,1.0102925300598145
139,139,46,1,0,-1.8978125,-2.0,16.751240706731064,45.98876,384642,231,90.90682220458984,0.015625,51.0,4.21099853515625,543.2188110351562,9.202319145202637,2.0508570671081543
140,140,46,2,0,0.84528875,1.0,16.634097606396427,46.44915,379085,77,47.562255859375,0.015625,29.0,2.4203479290008545,312.2248840332031,4.8920416831970215,1.1403005123138428
141,141,47,0,0,-0.99750875,-1.0,13.55559395761298,37.10712,384082,12,97.21934509277344,0.38671875,15.0,3.0290133953094482,390.74273681640625,12.483412742614746,0.48077914118766785
142,142,47,1,0,-0.161595,0.0,12.70821455028105,34.709419999999994,388083,6,72.51696014404297,0.3828125,16.0,2.1738176345825195,280.4224853515625,8.150274276733398,0.4051741361618042
143,143,47,2,0,-0.0452925,0.0,13.43778417706743,36.13265,385966,20,115.7292251586914,0.3828125,17.0,2.9583466053009033,381.626708984375,12.309439659118652,0.521223247051239
144,144,48,0,0,-0.01079375,0.0,1.3249489593795443,0.01786,202975,40571,101.65056610107422,0.44140625,16.0,3.4775187969207764,448.59991455078125,13.384529113769531,0.28482556343078613
145,145,48,1,0,-1.485985,-1.0,1.4886683914744077,0.016739999999999977,270773,29093,111.74835205078125,0.3828125,19.0,4.389791965484619,566.2831420898438,15.969950675964355,0.28430548310279846
146,146,48,2,0,-1.4397375,-1.0,1.7285104660064252,0.017440000000000122,197450,35609,127.0044174194336,0.44140625,21.0,5.794309616088867,747.4659423828125,19.35984992980957,0.2935977578163147
147,147,49,0,0,-1.2103575,-1.0,14.129387361884934,39.51092,371479,9,83.45085906982422,0.015625,14.0,4.1462602615356445,534.8675537109375,13.864960670471191,0.4161299765110016
148,148,49,1,0,-1.94173625,-2.0,14.893472448876253,41.688810000000004,384913,59,63.53684997558594,0.015625,16.0,3.7132644653320312,479.0111083984375,10.84141731262207,0.5377190113067627
149,149,49,2,0,0.891335,1.0,14.99201935757071,42.065960000000004,363425,16,34.703643798828125,0.01953125,13.0,2.1431901454925537,276.4715270996094,6.154806137084961,0.41079258918762207
150,150,50,0,0,-1.3671025,-2.0,15.616706062883226,43.473020000000005,362363,18,221.59921264648438,0.3828125,26.0,6.895042419433594,889.46044921875,24.724931716918945,0.3809230625629425
